checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit
< 0 DM,24,current loans paid,furniture/equipment,3345,< 100 DM,>= 7 years,4,male-single,none,2,building society savings/life insurance,39,none,rent,1,highly skilled,1,yes,yes,1
none,12,critical account - other non-bank loans,car,1495,< 100 DM,>= 7 years,4,male-single,none,1,real estate,38,none,own,2,unskilled-resident,2,none,yes,0
none,12,current loans paid,radio/television,3059,>= 1000 DM,4 - 7 years,2,male-divorced/separated,none,4,real estate,61,none,own,1,unskilled-resident,1,none,yes,0
0 - 200 DM,11,past payment delays,radio/television,4771,< 100 DM,4 - 7 years,2,male-single,none,4,building society savings/life insurance,51,none,own,1,skilled,1,none,yes,0
< 0 DM,18,current loans paid,radio/television,2389,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,car or other,27,stores,own,1,skilled,1,none,yes,0
< 0 DM,18,critical account - other non-bank loans,furniture/equipment,2124,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,24,none,rent,2,skilled,1,none,yes,1
none,24,past payment delays,car,4679,< 100 DM,4 - 7 years,3,male-single,none,3,car or other,35,none,own,2,unskilled-resident,1,yes,yes,0
0 - 200 DM,12,current loans paid,car,2028,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,0
> 200 DM or salary assignment,24,current loans paid,radio/television,5152,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,25,bank,own,1,skilled,1,none,yes,0
none,6,critical account - other non-bank loans,radio/television,1237,100 - 500 DM,1 - 4 years,1,female-divorced/separated/married,none,1,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0
none,9,current loans paid,education,3832,unknown/none,>= 7 years,1,male-single,none,4,real estate,64,none,own,1,unskilled-resident,1,none,yes,0
0 - 200 DM,6,current loans paid,repairs,454,< 100 DM,< 1 year,3,male-married/widowed,none,1,building society savings/life insurance,22,none,own,1,unskilled-resident,1,none,yes,0
< 0 DM,12,current loans paid,furniture/equipment,708,< 100 DM,1 - 4 years,2,male-single,guarantor,3,building society savings/life insurance,38,none,own,1,unskilled-resident,2,none,yes,0
> 200 DM or salary assignment,12,current loans paid,radio/television,3399,unknown/none,>= 7 years,2,male-single,none,3,car or other,37,none,own,1,highly skilled,1,none,yes,0
> 200 DM or salary assignment,12,critical account - other non-bank loans,car,939,500 - 1000 DM,4 - 7 years,4,male-married/widowed,none,2,real estate,28,none,own,3,skilled,1,yes,yes,1
> 200 DM or salary assignment,12,current loans paid,radio/television,1881,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,44,none,rent,1,unskilled-resident,1,yes,yes,0
< 0 DM,18,current loans paid,car,2249,100 - 500 DM,4 - 7 years,4,male-single,none,3,car or other,30,none,own,1,highly skilled,2,yes,yes,0
none,36,past payment delays,business,7980,unknown/none,< 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled,1,yes,yes,1
< 0 DM,18,current loans paid,radio/television,1345,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,26,bank,own,1,skilled,1,none,yes,1
< 0 DM,36,critical account - other non-bank loans,car,9629,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,24,none,own,2,skilled,1,yes,yes,1
0 - 200 DM,30,critical account - other non-bank loans,car,4249,< 100 DM,unemployed,4,male-married/widowed,none,2,car or other,28,none,own,2,highly skilled,1,none,yes,1
< 0 DM,30,current loans paid,furniture/equipment,3108,< 100 DM,< 1 year,2,male-divorced/separated,none,4,building society savings/life insurance,31,none,own,1,unskilled-resident,1,none,yes,1
none,12,critical account - other non-bank loans,education,701,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,32,none,own,2,skilled,1,none,yes,0
0 - 200 DM,9,current loans paid,business,1391,< 100 DM,1 - 4 years,2,male-married/widowed,none,1,real estate,27,bank,own,1,skilled,1,yes,yes,0
none,15,past payment delays,furniture/equipment,960,>= 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0
none,12,current loans paid,radio/television,886,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,21,none,own,1,skilled,1,none,yes,0
none,22,current loans paid,car,1283,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,none,yes,0
< 0 DM,12,current loans paid,car,2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1
0 - 200 DM,12,critical account - other non-bank loans,furniture/equipment,3617,< 100 DM,>= 7 years,1,male-single,none,4,car or other,28,none,rent,3,skilled,1,yes,yes,0
none,5,current loans paid,business,3448,< 100 DM,4 - 7 years,1,male-single,none,4,real estate,74,none,own,1,unskilled-resident,1,none,yes,0
none,18,current loans paid,furniture/equipment,2515,< 100 DM,1 - 4 years,3,male-single,none,4,real estate,43,none,own,1,skilled,1,yes,yes,0
0 - 200 DM,6,current loans paid,radio/television,753,< 100 DM,1 - 4 years,2,female-divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,0
> 200 DM or salary assignment,42,critical account - other non-bank loans,car,4796,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,56,none,for free,1,skilled,1,none,yes,0
< 0 DM,12,past payment delays,car,1344,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,43,none,own,2,unskilled-resident,2,none,yes,0
none,36,current loans paid,radio/television,2299,500 - 1000 DM,>= 7 years,4,male-single,none,4,car or other,39,none,own,1,skilled,1,none,yes,0
0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,1295,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0
0 - 200 DM,14,current loans paid,business,1410,500 - 1000 DM,>= 7 years,1,male-married/widowed,none,2,real estate,35,none,own,1,skilled,1,yes,yes,0
none,36,past payment delays,radio/television,4463,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1
none,24,critical account - other non-bank loans,radio/television,1851,< 100 DM,4 - 7 years,4,male-married/widowed,guarantor,2,car or other,33,none,own,2,skilled,1,yes,yes,0
none,24,critical account - other non-bank loans,radio/television,2424,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,53,none,own,2,skilled,1,none,yes,0
none,6,current loans paid,car,3518,< 100 DM,1 - 4 years,2,male-single,guarantor,3,building society savings/life insurance,26,none,rent,1,skilled,1,none,yes,0
0 - 200 DM,36,past payment delays,car,7432,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,54,none,rent,1,skilled,1,none,yes,0
0 - 200 DM,48,no credit - paid,business,3844,100 - 500 DM,4 - 7 years,4,male-single,none,4,unknown-none,34,none,for free,1,unskilled-resident,2,none,yes,1
< 0 DM,12,current loans paid,car,1893,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,building society savings/life insurance,29,none,own,1,skilled,1,yes,yes,0
> 200 DM or salary assignment,6,current loans paid,furniture/equipment,2116,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,0
none,12,critical account - other non-bank loans,furniture/equipment,3331,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,42,stores,own,1,skilled,1,none,yes,0
none,18,current loans paid,repairs,1943,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,23,none,own,1,skilled,1,none,yes,1
0 - 200 DM,12,current loans paid,car,1223,< 100 DM,>= 7 years,1,male-divorced/separated,none,1,real estate,46,none,rent,2,skilled,1,none,yes,1
0 - 200 DM,12,current loans paid,radio/television,1484,unknown/none,1 - 4 years,2,male-married/widowed,none,1,real estate,25,none,own,1,skilled,1,yes,yes,1
0 - 200 DM,15,critical account - other non-bank loans,radio/television,2728,unknown/none,4 - 7 years,4,male-single,guarantor,2,real estate,35,bank,own,3,skilled,1,yes,yes,0
none,6,critical account - other non-bank loans,radio/television,1382,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled,1,yes,yes,0
none,18,current loans paid,business,1950,< 100 DM,4 - 7 years,4,male-single,none,1,car or other,34,stores,own,2,skilled,1,yes,yes,0
< 0 DM,15,current loans paid,car,1403,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,rent,1,skilled,1,none,yes,0
0 - 200 DM,36,current loans paid,education,12612,100 - 500 DM,1 - 4 years,1,male-single,none,4,unknown-none,47,none,for free,1,skilled,2,yes,yes,1
< 0 DM,18,critical account - other non-bank loans,car,5302,< 100 DM,>= 7 years,2,male-single,none,4,unknown-none,36,none,for free,3,highly skilled,1,yes,yes,0
none,11,critical account - other non-bank loans,radio/television,1154,100 - 500 DM,unemployed,4,female-divorced/separated/married,none,4,real estate,57,none,own,3,unskilled-resident,1,none,yes,0
0 - 200 DM,12,current loans paid,radio/television,625,< 100 DM,< 1 year,4,male-married/widowed,guarantor,1,real estate,26,bank,own,1,unskilled-resident,1,none,yes,0
none,24,critical account - other non-bank loans,radio/television,2684,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,35,none,own,2,unskilled-resident,1,none,yes,0
< 0 DM,42,current loans paid,furniture/equipment,7882,< 100 DM,4 - 7 years,2,male-single,guarantor,4,building society savings/life insurance,45,none,for free,1,skilled,2,none,yes,0
0 - 200 DM,9,current loans paid,furniture/equipment,959,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,29,none,own,1,skilled,1,none,no,1
none,12,current loans paid,radio/television,3077,< 100 DM,1 - 4 years,2,male-single,none,4,car or other,52,none,own,1,skilled,1,yes,yes,0
< 0 DM,24,all loans at bank paid,car,3632,< 100 DM,1 - 4 years,1,female-divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled,1,none,no,0
0 - 200 DM,24,current loans paid,radio/television,3092,100 - 500 DM,< 1 year,3,male-married/widowed,none,2,car or other,22,none,rent,1,skilled,1,yes,yes,1
0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,6361,< 100 DM,>= 7 years,2,male-single,none,1,unknown-none,41,none,own,1,skilled,1,yes,yes,0
0 - 200 DM,12,current loans paid,radio/television,766,500 - 1000 DM,1 - 4 years,4,male-single,none,3,real estate,66,none,own,1,unskilled-resident,1,none,yes,1
none,36,current loans paid,car,4686,< 100 DM,1 - 4 years,2,male-single,none,2,unknown-none,32,none,for free,1,highly skilled,1,yes,yes,0
0 - 200 DM,10,current loans paid,furniture/equipment,1521,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,car or other,31,none,own,1,unskilled-resident,1,none,yes,0
0 - 200 DM,12,current loans paid,radio/television,6468,unknown/none,unemployed,2,male-single,none,1,unknown-none,52,none,own,1,highly skilled,1,yes,yes,1
0 - 200 DM,36,no credit - paid,radio/television,3804,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,42,none,own,1,skilled,1,yes,yes,1
0 - 200 DM,10,all loans at bank paid,radio/television,1048,< 100 DM,1 - 4 years,4,male-single,none,4,real estate,23,stores,own,1,unskilled-resident,1,none,yes,0
none,48,critical account - other non-bank loans,car,11590,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,24,bank,rent,2,unskilled-resident,1,none,yes,1
< 0 DM,18,critical account - other non-bank loans,repairs,1190,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,unknown-none,55,none,for free,3,unemployed-unskilled-non-resident,2,none,yes,1
none,10,current loans paid,car,1309,unknown/none,1 - 4 years,4,male-single,guarantor,4,building society savings/life insurance,27,none,own,1,unskilled-resident,1,none,yes,1
< 0 DM,12,no credit - paid,radio/television,6199,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,28,none,rent,2,skilled,1,yes,yes,1
0 - 200 DM,8,current loans paid,furniture/equipment,1237,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,4,real estate,24,none,own,1,skilled,1,none,yes,1
< 0 DM,24,current loans paid,car,1285,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,unknown-none,32,none,rent,1,skilled,1,none,yes,1
0 - 200 DM,24,all loans at bank paid,education,1837,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,unknown-none,34,bank,for free,1,unskilled-resident,1,none,yes,1
< 0 DM,24,current loans paid,car,2303,< 100 DM,>= 7 years,4,male-single,co-applicant,1,real estate,45,none,own,1,skilled,1,none,yes,1
none,12,current loans paid,furniture/equipment,1123,500 - 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled-resident,1,none,yes,1
0 - 200 DM,12,current loans paid,radio/television,1484,unknown/none,1 - 4 years,2,male-married/widowed,none,1,real estate,25,none,own,1,skilled,1,yes,yes,1
0 - 200 DM,48,critical account - other non-bank loans,furniture/equipment,5096,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,3,car or other,30,none,own,1,highly skilled,1,yes,yes,1
0 - 200 DM,12,current loans paid,car,888,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1
< 0 DM,48,current loans paid,business,4308,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,rent,1,skilled,1,none,yes,1
0 - 200 DM,24,current loans paid,radio/television,2039,< 100 DM,< 1 year,1,male-married/widowed,none,1,building society savings/life insurance,22,none,own,1,skilled,1,yes,yes,1
< 0 DM,12,no credit - paid,car,1082,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,48,bank,own,2,skilled,1,none,yes,1
< 0 DM,12,critical account - other non-bank loans,car,4843,< 100 DM,>= 7 years,3,male-single,co-applicant,4,building society savings/life insurance,43,none,rent,2,skilled,1,yes,yes,1
none,24,current loans paid,radio/television,3621,100 - 500 DM,>= 7 years,2,male-single,none,4,car or other,31,none,own,2,skilled,1,none,yes,1
none,18,critical account - other non-bank loans,car,2775,< 100 DM,4 - 7 years,2,male-single,none,2,building society savings/life insurance,31,bank,own,2,skilled,1,none,yes,1
< 0 DM,48,critical account - other non-bank loans,car,6331,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,46,none,for free,2,skilled,1,yes,yes,1
none,18,critical account - other non-bank loans,car,1530,< 100 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,32,bank,own,2,skilled,1,none,yes,1
> 200 DM or salary assignment,24,current loans paid,car,947,< 100 DM,4 - 7 years,4,male-single,none,3,unknown-none,38,bank,for free,1,skilled,2,none,yes,1
0 - 200 DM,36,current loans paid,education,12612,100 - 500 DM,1 - 4 years,1,male-single,none,4,unknown-none,47,none,for free,1,skilled,2,yes,yes,1
< 0 DM,42,current loans paid,radio/television,3965,< 100 DM,< 1 year,4,male-single,none,3,car or other,34,none,own,1,skilled,1,none,yes,1
< 0 DM,24,current loans paid,car,915,unknown/none,>= 7 years,4,female-divorced/separated/married,none,2,car or other,29,bank,own,1,skilled,1,none,yes,1
< 0 DM,24,current loans paid,car,4817,< 100 DM,4 - 7 years,2,male-single,co-applicant,3,building society savings/life insurance,31,none,own,1,skilled,1,yes,yes,1
< 0 DM,18,critical account - other non-bank loans,repairs,1190,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,unknown-none,55,none,for free,3,unemployed-unskilled-non-resident,2,none,yes,1
none,24,current loans paid,radio/television,5943,unknown/none,< 1 year,1,female-divorced/separated/married,none,1,car or other,44,none,own,2,skilled,1,yes,yes,1
0 - 200 DM,48,critical account - other non-bank loans,furniture/equipment,5096,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,3,car or other,30,none,own,1,highly skilled,1,yes,yes,1
< 0 DM,18,current loans paid,repairs,1217,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,47,none,own,1,unskilled-resident,1,yes,yes,1
0 - 200 DM,36,current loans paid,repairs,2384,< 100 DM,< 1 year,4,male-single,none,1,unknown-none,33,none,rent,1,unskilled-resident,1,none,yes,1
0 - 200 DM,36,current loans paid,repairs,2384,< 100 DM,< 1 year,4,male-single,none,1,unknown-none,33,none,rent,1,unskilled-resident,1,none,yes,1
